"KUMPULAN_PENDAPATAN","BUATAN","NAMA_MODEL_YANG_SEBENAR","Count(NO_IR)"
"B1","","CARNIVAL",5
"B1","","COOPER",3
"B1","","HARRIER",1
"B1","","KANCIL",345
"B1","","KELISA",6
"B1","","KEMBARA",10
"B1","","KENARI",9
"B1","","ROCSTA",18
"B1","","RUSA",12
"B1","","SEPHIA",254
"B1","","SERENA",1
"B1","ALFA ROMEO","147",7
"B1","ALFA ROMEO","155",1
"B1","ASIA","ROCSTA",3
"B1","AUDI","A1",14
"B1","AUDI","A3",89
"B1","AUDI","A4",640
"B1","AUDI","A5",299
"B1","AUDI","A6",264
"B1","AUDI","A7",32
"B1","AUDI","A8",3
"B1","AUDI","A8L",1
"B1","AUDI","Q3",114
"B1","AUDI","Q5",388
"B1","AUDI","Q7",158
"B1","AUDI","Q8",2
"B1","AUDI","R8",12
"B1","AUDI","RS3",14
"B1","AUDI","RS5",1
"B1","AUDI","RS6",2
"B1","AUDI","S3",3
"B1","AUDI","S4",7
"B1","AUDI","S5",28
"B1","AUDI","SQ5",1
"B1","AUDI","TT",328
"B1","AUDI","TTS",2
"B1","AUDI","WALD",5
"B1","AUSTIN MORRIS","MORRIS",3
"B1","AVELING BARFORD","VELLFIRE",1
"B1","BENTLEY","BENTAYGA",4
"B1","BENTLEY","CONTINENTAL",26
"B1","BISON","SAVANNA",6
"B1","BMW","116I",39
"B1","BMW","118I",159
"B1","BMW","120I",24
"B1","BMW","218I",284
"B1","BMW","220I",16
"B1","BMW","316I",341
"B1","BMW","318CI",1
"B1","BMW","318I",994
"B1","BMW","320D",157
"B1","BMW","320I",2424
"B1","BMW","323I",213
"B1","BMW","325I",423
"B1","BMW","328I",466
"B1","BMW","330E",566
"B1","BMW","330I",299
"B1","BMW","330LI",47
"B1","BMW","335I",12
"B1","BMW","420I",23
"B1","BMW","428I",24
"B1","BMW","430I",14
"B1","BMW","520D",129
"B1","BMW","520I",629
"B1","BMW","523D",1
"B1","BMW","523I",921
"B1","BMW","525I",904
"B1","BMW","528I",509
"B1","BMW","530E",217
"B1","BMW","530I",385
"B1","BMW","535I",53
"B1","BMW","540I",2
"B1","BMW","630I",49
"B1","BMW","640I",12
"B1","BMW","645CI",4
"B1","BMW","728I",2
"B1","BMW","730LD",6
"B1","BMW","730LI",104
"B1","BMW","740I",4
"B1","BMW","740LE",28
"B1","BMW","740LI",21
"B1","BMW","750E",1
"B1","BMW","CLUBMAN",5
"B1","BMW","COOPER",196
"B1","BMW","CROSSOVER",4
"B1","BMW","I8",5
"B1","BMW","M135I",1
"B1","BMW","M2",5
"B1","BMW","M3",13
"B1","BMW","M340I",45
"B1","BMW","M4",17
"B1","BMW","M5",14
"B1","BMW","M6",3
"B1","BMW","M850I",3
"B1","BMW","ONE",4
"B1","BMW","PACEMAN",2
"B1","BMW","X1",836
"B1","BMW","X2",14
"B1","BMW","X3",515
"B1","BMW","X4",194
"B1","BMW","X5",789
"B1","BMW","X6",216
"B1","BMW","X7",14
"B1","BMW","Z3",10
"B1","BMW","Z4",88
"B1","BUATAN TEMPATAN","KANCIL",1
"B1","CAM","KINGO",1
"B1","CHERY","EASTAR",352
"B1","CHERY","TIGGO",4
"B1","CHEVROLET","AVEO",1195
"B1","CHEVROLET","CAPTIVA",144
"B1","CHEVROLET","COLORADO",275
"B1","CHEVROLET","CRUZE",358
"B1","CHEVROLET","MALIBU",72
"B1","CHEVROLET","OPTRA",485
"B1","CHEVROLET","ORLANDO",46
"B1","CHEVROLET","SONIC",66
"B1","CHRYSLER","WRANGLER",2
"B1","CITROEN","C4",8
"B1","CITROEN","C5",4
"B1","CITROEN","DS3",19
"B1","CITROEN","DS5",2
"B1","DAIHATSU","COPEN",1
"B1","DAIHATSU","DELTA",27
"B1","DAIHATSU","FEROZA",99
"B1","DAIHATSU","HIJET",10
"B1","DAIHATSU","TAFT",10
"B1","DAIHATSU","V116-HA",1
"B1","DAIHATSU","V57A",1
"B1","DAIHATSU","V58R-HS",1
"B1","DATSUN","280ZX",1
"B1","DATSUN","VANETTE",1
"B1","DODGE/COMMER","NITRO",2
"B1","FERRARI","CALIFORNIA",3
"B1","FERRARI","F430",12
"B1","FIAT","500",1
"B1","FORD","ECONOVAN",24
"B1","FORD","ECOSPORT",203
"B1","FORD","ESCAPE",146
"B1","FORD","EVEREST",143
"B1","FORD","FIESTA",3002
"B1","FORD","FOCUS",594
"B1","FORD","KUGA",253
"B1","FORD","LASER",142
"B1","FORD","MONDEO",29
"B1","FORD","MUSTANG",136
"B1","FORD","RANGER",12184
"B1","FORD","S-MAX",9
"B1","FORD","TRANSIT",5
"B1","FORD","WAJA",1
"B1","FOTON","VIEW",99
"B1","GOLDEN DRAGON","X5",3
"B1","GREAT WALL","H1",66
"B1","GREAT WALL","M4",348
"B1","GREEN ORANGES","M4",1
"B1","HICOM","PERKASA",1
"B1","HINO","CIVIC",1
"B1","HINO","FC7J",1
"B1","HINO","XZC730R-WKFRL3",1
"B1","HITACHI","CAMRY",1
"B1","HONDA","ACCORD",20849
"B1","HONDA","BR-V",5209
"B1","HONDA","CITY",85000
"B1","HONDA","CIVIC",41197
"B1","HONDA","COROLLA",1
"B1","HONDA","CR-V",16793
"B1","HONDA","CR-Z",800
"B1","HONDA","CROSSROAD",1
"B1","HONDA","CRX",7
"B1","HONDA","ELYSION",64
"B1","HONDA","FIT",17
"B1","HONDA","FREED",333
"B1","HONDA","HR-V",16590
"B1","HONDA","INSIGHT",1427
"B1","HONDA","INTEGRA",53
"B1","HONDA","JADE",32
"B1","HONDA","JAZZ",21659
"B1","HONDA","N-BOX",7
"B1","HONDA","NSX",1
"B1","HONDA","ODYSSEY",1489
"B1","HONDA","S2000",3
"B1","HONDA","S660",4
"B1","HONDA","SHUTTLE",3
"B1","HONDA","STREAM",2689
"B1","HONDA","WALD",59
"B1","HONDA","WR-V",844
"B1","HUMMER","H3",9
"B1","HYUNDAI","ACCENT",1810
"B1","HYUNDAI","ATOS",4
"B1","HYUNDAI","ELANTRA",1277
"B1","HYUNDAI","GETZ",3218
"B1","HYUNDAI","I10",75
"B1","HYUNDAI","I30",12
"B1","HYUNDAI","I40",83
"B1","HYUNDAI","IONIQ",162
"B1","HYUNDAI","KONA",28
"B1","HYUNDAI","MATRIX",682
"B1","HYUNDAI","PALISADE",1
"B1","HYUNDAI","PICANTO",1
"B1","HYUNDAI","SONATA",1461
"B1","HYUNDAI","STARIA",96
"B1","HYUNDAI","TRAJET",114
"B1","HYUNDAI","TUCSON",1515
"B1","HYUNDAI","VELOSTER",108
"B1","INFINITI","EX37",2
"B1","INFINITI","FX37",3
"B1","INFINITI","M25",1
"B1","INFINITI","Q50",17
"B1","INFINITI","QX70",2
"B1","INOKOM CORPORATION SDN. BHD.","ACCENT",1
"B1","INOKOM CORPORATION SDN. BHD.","ATOS",6670
"B1","INOKOM CORPORATION SDN. BHD.","ELANTRA",2024
"B1","INOKOM CORPORATION SDN. BHD.","GETZ",833
"B1","INOKOM CORPORATION SDN. BHD.","I10",1477
"B1","INOKOM CORPORATION SDN. BHD.","MATRIX",4086
"B1","ISUZU","D-MAX",2
"B1","ISUZU","NPR66",1
"B1","ISUZU","TROOPER",163
"B1","JAGUAR","F-PACE",9
"B1","JAGUAR","F-TYPE",2
"B1","JAGUAR","S-TYPE",10
"B1","JAGUAR","X-TYPE",11
"B1","JAGUAR","XF",55
"B1","JAGUAR","XJ",9
"B1","JAGUAR","XJ6",10
"B1","JEEP","CHEROKEE",1
"B1","JEEP","PAJERO",1
"B1","JEEP","WRANGLER",29
"B1","KAWASAKI","WIRA",1
"B1","KIA","ATOS",1
"B1","KIA","CARNIVAL",374
"B1","KIA","CERATO",1763
"B1","KIA","CITRA",1
"B1","KIA","FORTE",116
"B1","KIA","OPTIMA",465
"B1","KIA","PICANTO",1747
"B1","KIA","PREGIO",245
"B1","KIA","RIA",11
"B1","KIA","RIO",1085
"B1","KIA","ROCSTA",1
"B1","KIA","SEPHIA",36
"B1","KIA","SORENTO",437
"B1","KIA","SPECTRA",223
"B1","KIA","SPORTAGE",1102
"B1","LAMBORGHINI","AVENTADOR",6
"B1","LAMBORGHINI","GALLARDO",4
"B1","LAMBORGHINI","HURACAN",8
"B1","LAMBORGHINI","MURCIELAGO",2
"B1","LAMBORGHINI","URUS",9
"B1","LAND ROVER","DEFENDER",64
"B1","LAND ROVER","DISCOVERY",2
"B1","LAND ROVER","FREELANDER",57
"B1","LAND ROVER","RANGER",6
"B1","LEXUS","CT200H",325
"B1","LEXUS","GS250",13
"B1","LEXUS","GS300",19
"B1","LEXUS","GS350",1
"B1","LEXUS","IS200T",4
"B1","LEXUS","IS250",121
"B1","LEXUS","IS300",5
"B1","LEXUS","LC500",3
"B1","LEXUS","LS460",1
"B1","LEXUS","LS460L",2
"B1","LEXUS","LS500",1
"B1","LEXUS","LX570",17
"B1","LEXUS","NX200T",89
"B1","LEXUS","NX300",65
"B1","LEXUS","NX350",1
"B1","LEXUS","RC300",2
"B1","LEXUS","RX200T",109
"B1","LEXUS","RX270",112
"B1","LEXUS","RX300",198
"B1","LEXUS","RX350",196
"B1","LEXUS","RX450H",2
"B1","LEXUS","UX200",8
"B1","MASERATI","GHIBLI",16
"B1","MASERATI","GRANTURISMO",2
"B1","MASERATI","LEVANTE",6
"B1","MASERATI","QUATTROPORTE",2
"B1","MAXUS","V80",2
"B1","MAZDA","2",2619
"B1","MAZDA","3",2657
"B1","MAZDA","323",80
"B1","MAZDA","5",199
"B1","MAZDA","6",689
"B1","MAZDA","8",108
"B1","MAZDA","AXELA",3
"B1","MAZDA","B2200",6
"B1","MAZDA","BIANTE",186
"B1","MAZDA","CX-3",230
"B1","MAZDA","CX-30",685
"B1","MAZDA","CX-5",2268
"B1","MAZDA","CX-7",86
"B1","MAZDA","CX-8",460
"B1","MAZDA","CX-9",28
"B1","MAZDA","E220",1
"B1","MAZDA","LANTIS",3
"B1","MAZDA","MX-5",3
"B1","MAZDA","PREMACY",42
"B1","MAZDA","ROADSTER",13
"B1","MAZDA","RX-7",1
"B1","MAZDA","RX-8",77
"B1","MCLAREN","650S",1
"B1","MCLAREN","720S",4
"B1","MCLAREN","765LT",1
"B1","MERCEDES BENZ","190E",22
"B1","MERCEDES BENZ","200",96
"B1","MERCEDES BENZ","230E",499
"B1","MERCEDES BENZ","260E",54
"B1","MERCEDES BENZ","280S",3
"B1","MERCEDES BENZ","300CE",3
"B1","MERCEDES BENZ","300SL",3
"B1","MERCEDES BENZ","A180",694
"B1","MERCEDES BENZ","A200",243
"B1","MERCEDES BENZ","A220",1
"B1","MERCEDES BENZ","A250",435
"B1","MERCEDES BENZ","B170",140
"B1","MERCEDES BENZ","B180",235
"B1","MERCEDES BENZ","B200",11
"B1","MERCEDES BENZ","C180",708
"B1","MERCEDES BENZ","C180-W203",109
"B1","MERCEDES BENZ","C180K",101
"B1","MERCEDES BENZ","C200",2050
"B1","MERCEDES BENZ","C200K",558
"B1","MERCEDES BENZ","C220",115
"B1","MERCEDES BENZ","C230K",8
"B1","MERCEDES BENZ","C240",30
"B1","MERCEDES BENZ","C250",211
"B1","MERCEDES BENZ","C300",133
"B1","MERCEDES BENZ","CLA180",274
"B1","MERCEDES BENZ","CLA200",100
"B1","MERCEDES BENZ","CLA220",9
"B1","MERCEDES BENZ","CLA250",129
"B1","MERCEDES BENZ","CLK200K",11
"B1","MERCEDES BENZ","CLK240",16
"B1","MERCEDES BENZ","CLS350",106
"B1","MERCEDES BENZ","CLS400",2
"B1","MERCEDES BENZ","CLS450",5
"B1","MERCEDES BENZ","E200",723
"B1","MERCEDES BENZ","E200K",384
"B1","MERCEDES BENZ","E230",604
"B1","MERCEDES BENZ","E240",1141
"B1","MERCEDES BENZ","E250",1446
"B1","MERCEDES BENZ","E280",57
"B1","MERCEDES BENZ","E300",268
"B1","MERCEDES BENZ","E350",83
"B1","MERCEDES BENZ","E400",4
"B1","MERCEDES BENZ","G350",2
"B1","MERCEDES BENZ","GLA180",54
"B1","MERCEDES BENZ","GLA200",58
"B1","MERCEDES BENZ","GLA220",15
"B1","MERCEDES BENZ","GLA250",149
"B1","MERCEDES BENZ","GLC200",12
"B1","MERCEDES BENZ","GLC250",357
"B1","MERCEDES BENZ","GLC300",4
"B1","MERCEDES BENZ","GLE400",2
"B1","MERCEDES BENZ","GLE450",5
"B1","MERCEDES BENZ","ML350",37
"B1","MERCEDES BENZ","R280L",13
"B1","MERCEDES BENZ","R350",2
"B1","MERCEDES BENZ","R350L",1
"B1","MERCEDES BENZ","S280",92
"B1","MERCEDES BENZ","S300L",2
"B1","MERCEDES BENZ","S320L",1
"B1","MERCEDES BENZ","S350",52
"B1","MERCEDES BENZ","S350L",40
"B1","MERCEDES BENZ","S400L",187
"B1","MERCEDES BENZ","S500",1
"B1","MERCEDES BENZ","S500L",2
"B1","MERCEDES BENZ","SL320",1
"B1","MERCEDES BENZ","SL350",8
"B1","MERCEDES BENZ","SLC200",3
"B1","MERCEDES BENZ","SLK200",89
"B1","MERCEDES BENZ","SLK200K",28
"B1","MERCEDES BENZ","SLK250",16
"B1","MERCEDES BENZ","V220",1
"B1","MERCEDES BENZ","VITO",8
"B1","MINI","CLUBMAN",5
"B1","MINI","COOPER",768
"B1","MINI","COUNTRYMAN",43
"B1","MINI","CROSSOVER",1
"B1","MINI","ONE",38
"B1","MINI","PACEMAN",1
"B1","MITSUBISHI","AIRTREK",105
"B1","MITSUBISHI","ASX",1488
"B1","MITSUBISHI","ATTRAGE",781
"B1","MITSUBISHI","COLT",26
"B1","MITSUBISHI","DELICA",128
"B1","MITSUBISHI","FTO",5
"B1","MITSUBISHI","GRANDIS",390
"B1","MITSUBISHI","GTO",1
"B1","MITSUBISHI","L200",205
"B1","MITSUBISHI","LANCER",1563
"B1","MITSUBISHI","MIRAGE",1043
"B1","MITSUBISHI","OUTLANDER",504
"B1","MITSUBISHI","P15VJLNRM",1
"B1","MITSUBISHI","PAJERO",2164
"B1","MITSUBISHI","STORM",38
"B1","MITSUBISHI","TRITON",8864
"B1","MITSUBISHI","WALD",17
"B1","MITSUBISHI","XPANDER",3197
"B1","MITSUI","PAJERO",1
"B1","MODENAS","KANCIL",1
"B1","MOFAZ MOTORSIKAL SDN. BHD.","NITRO",1
"B1","NASH","NAVARA",1
"B1","NAZA","206",2
"B1","NAZA","CITRA",11754
"B1","NAZA","FORTE",4112
"B1","NAZA","PICANTO",172
"B1","NAZA","RIA",2034
"B1","NAZA","RIO",1
"B1","NAZA","SORENTO",264
"B1","NAZA","SURIA",1052
"B1","NISSAN","ALMERA",28785
"B1","NISSAN","CEFIRO",1500
"B1","NISSAN","CUBE",3
"B1","NISSAN","ELGRAND",35
"B1","NISSAN","FRONTIER",2288
"B1","NISSAN","GT-R",72
"B1","NISSAN","JUKE",30
"B1","NISSAN","LATIO",2571
"B1","NISSAN","MARCH",11
"B1","NISSAN","MURANO",272
"B1","NISSAN","NAVARA",5580
"B1","NISSAN","NV200",2
"B1","NISSAN","SENTRA",13380
"B1","NISSAN","SERENA",3467
"B1","NISSAN","SKYLINE",21
"B1","NISSAN","SUNNY",476
"B1","NISSAN","SYLPHY",3329
"B1","NISSAN","TEANA",2432
"B1","NISSAN","TERRANO",36
"B1","NISSAN","URVAN",742
"B1","NISSAN","VANETTE",11918
"B1","NISSAN","X-TRAIL",6601
"B1","OPEL","ZAFIRA",27
"B1","PERODUA","ALZA",104790
"B1","PERODUA","ARUZ",16386
"B1","PERODUA","ATIVA",16350
"B1","PERODUA","AVANZA",1
"B1","PERODUA","AXIA",169757
"B1","PERODUA","BEZZA",126714
"B1","PERODUA","KANCIL",139493
"B1","PERODUA","KELISA",41491
"B1","PERODUA","KEMBARA",14135
"B1","PERODUA","KENARI",32361
"B1","PERODUA","MYVI",368491
"B1","PERODUA","PERDANA",1
"B1","PERODUA","RUSA",2628
"B1","PERODUA","SATRIA",2
"B1","PERODUA","VIVA",129365
"B1","PERODUA","WAJA",2
"B1","PERODUA","WIRA",12
"B1","PEUGEOT","2008",205
"B1","PEUGEOT","207",642
"B1","PEUGEOT","208",732
"B1","PEUGEOT","3008",854
"B1","PEUGEOT","306",30
"B1","PEUGEOT","308",677
"B1","PEUGEOT","407",205
"B1","PEUGEOT","408",704
"B1","PEUGEOT","5008",139
"B1","PEUGEOT","508",428
"B1","PEUGEOT","LANDTREK",4
"B1","PEUGEOT","RCZ",45
"B1","PEUGEOT","TRAVELLER",8
"B1","PORSCHE","718",57
"B1","PORSCHE","911",79
"B1","PORSCHE","BOXSTER",10
"B1","PORSCHE","CAYENNE",332
"B1","PORSCHE","CAYMAN",74
"B1","PORSCHE","MACAN",142
"B1","PORSCHE","PANAMERA",80
"B1","PORSCHE","SAGA",1
"B1","PROTON","ARENA",548
"B1","PROTON","ERTIGA",1916
"B1","PROTON","EXORA",36918
"B1","PROTON","GEN-2",19
"B1","PROTON","GEN2",1843
"B1","PROTON","INSPIRA",3700
"B1","PROTON","IRIZ",20383
"B1","PROTON","ISWARA",38421
"B1","PROTON","JUARA",370
"B1","PROTON","KANCIL",170
"B1","PROTON","KELISA",1
"B1","PROTON","KEMBARA",26
"B1","PROTON","KENARI",6
"B1","PROTON","PERDANA",6842
"B1","PROTON","PERSONA",108106
"B1","PROTON","PREVE",15355
"B1","PROTON","PUTRA",34
"B1","PROTON","RUSA",14
"B1","PROTON","SAGA",270336
"B1","PROTON","SATRIA",16575
"B1","PROTON","SAVVY",1059
"B1","PROTON","SENTRA",2
"B1","PROTON","SERENA",1
"B1","PROTON","TIARA",44
"B1","PROTON","WAJA",79448
"B1","PROTON","WIRA",215286
"B1","PROTON","X50",13985
"B1","PROTON","X70",9140
"B1","PROTON","X90",453
"B1","RENAULT","CAPTUR",259
"B1","RENAULT","CLIO",14
"B1","RENAULT","FLUENCE",74
"B1","RENAULT","KANGOO",79
"B1","RENAULT","KOLEOS",25
"B1","RENAULT","MEGANE",6
"B1","ROLLS ROYCE","GHOST",5
"B1","ROVER","DEFENDER",2
"B1","ROVER","MGF",1
"B1","ROVER","WALD",1
"B1","SMART","CITY",17
"B1","SMART","FORFOUR",73
"B1","SMART","FORTWO",27
"B1","SMART","ROADSTER",10
"B1","SSANGYONG","ACTYON",9
"B1","SSANGYONG","STAVIC",54
"B1","SUBARU","BRZ",38
"B1","SUBARU","FORESTER",913
"B1","SUBARU","IMPREZA",75
"B1","SUBARU","LEGACY",1
"B1","SUBARU","LEVORG",3
"B1","SUBARU","WRX",4
"B1","SUBARU","XV",1008
"B1","SUZUKI","ALTO",543
"B1","SUZUKI","APV",74
"B1","SUZUKI","JIMNY",307
"B1","SUZUKI","KIZASHI",13
"B1","SUZUKI","SJ410VR",22
"B1","SUZUKI","SWIFT",7908
"B1","SUZUKI","SX4",814
"B1","SUZUKI","VITARA",851
"B1","TOYOTA","86",204
"B1","TOYOTA","ALPHARD",6936
"B1","TOYOTA","AVANZA",45125
"B1","TOYOTA","BB",3
"B1","TOYOTA","C-HR",916
"B1","TOYOTA","CALDINA",639
"B1","TOYOTA","CAMRY",23654
"B1","TOYOTA","CELICA",65
"B1","TOYOTA","CH-R",2
"B1","TOYOTA","COROLLA",14265
"B1","TOYOTA","CORONA",69
"B1","TOYOTA","CRESTA",2
"B1","TOYOTA","CROWN",4
"B1","TOYOTA","DYNA",15
"B1","TOYOTA","ESQUIRE",5
"B1","TOYOTA","ESTIMA",8476
"B1","TOYOTA","FORTUNER",3552
"B1","TOYOTA","GR86",10
"B1","TOYOTA","GRANACE",1
"B1","TOYOTA","HARRIER",6688
"B1","TOYOTA","HIACE",3250
"B1","TOYOTA","HILUX",56691
"B1","TOYOTA","INNOVA",13290
"B1","TOYOTA","IPSUM",27
"B1","TOYOTA","IS250",3
"B1","TOYOTA","LITEACE",1423
"B1","TOYOTA","LS430",2
"B1","TOYOTA","NADIA",31
"B1","TOYOTA","NOAH",41
"B1","TOYOTA","ODYSSEY",1
"B1","TOYOTA","PREVIA",35
"B1","TOYOTA","PRIUS",2032
"B1","TOYOTA","RAV4",414
"B1","TOYOTA","ROOMY",4
"B1","TOYOTA","RUSH",4448
"B1","TOYOTA","RX200T",1
"B1","TOYOTA","RX270",1
"B1","TOYOTA","RX300",2
"B1","TOYOTA","SIENTA",850
"B1","TOYOTA","SPACIO",25
"B1","TOYOTA","SUPRA",12
"B1","TOYOTA","TANK",31
"B1","TOYOTA","UNSER",13085
"B1","TOYOTA","VANGUARD",18
"B1","TOYOTA","VELLFIRE",8126
"B1","TOYOTA","VELOZ",1283
"B1","TOYOTA","VIOS",115825
"B1","TOYOTA","VOXY",388
"B1","TOYOTA","WALD",593
"B1","TOYOTA","WIRA",1
"B1","TOYOTA","WISH",8060
"B1","TOYOTA","YARIS",11109
"B1","VOLKSWAGEN","ARTEON",81
"B1","VOLKSWAGEN","BEETLE",720
"B1","VOLKSWAGEN","CC",188
"B1","VOLKSWAGEN","EOS",49
"B1","VOLKSWAGEN","GOLF",1968
"B1","VOLKSWAGEN","JETTA",953
"B1","VOLKSWAGEN","PASSAT",1960
"B1","VOLKSWAGEN","POLO",3182
"B1","VOLKSWAGEN","SCIROCCO",287
"B1","VOLKSWAGEN","SHARAN",75
"B1","VOLKSWAGEN","TIGUAN",1057
"B1","VOLKSWAGEN","TOUAREG",48
"B1","VOLKSWAGEN","TOURAN",145
"B1","VOLKSWAGEN","VENTO",659
"B1","VOLKSWAGEN","WALD",76
"B1","VOLVO","740",9
"B1","VOLVO","850",17
"B1","VOLVO","940",11
"B1","VOLVO","S40",197
"B1","VOLVO","S60",149
"B1","VOLVO","S70",19
"B1","VOLVO","S80",65
"B1","VOLVO","S90",24
"B1","VOLVO","V40",99
"B1","VOLVO","V50",9
"B1","VOLVO","V60",25
"B1","VOLVO","V90",1
"B1","VOLVO","XC40",182
"B1","VOLVO","XC60",298
"B1","VOLVO","XC90",247
"B1","WESTSTAR MAXUS","G10",84
"B1","WESTSTAR MAXUS","MAXUS",5
"B1","WESTSTAR MAXUS","T60",5
"B2","","CARNIVAL",1
"B2","","KANCIL",50
"B2","","KELISA",1
"B2","","KEMBARA",1
"B2","","ROCSTA",1
"B2","","RUSA",3
"B2","","SEPHIA",29
"B2","ALFA ROMEO","147",1
"B2","ALFA ROMEO","159",1
"B2","AUDI","A1",1
"B2","AUDI","A3",27
"B2","AUDI","A4",96
"B2","AUDI","A5",34
"B2","AUDI","A6",55
"B2","AUDI","A7",5
"B2","AUDI","A8",1
"B2","AUDI","Q3",21
"B2","AUDI","Q5",53
"B2","AUDI","Q7",21
"B2","AUDI","R8",4
"B2","AUDI","RS3",1
"B2","AUDI","S3",1
"B2","AUDI","S5",6
"B2","AUDI","TT",51
"B2","AUSTIN MORRIS","MORRIS",2
"B2","AVELING BARFORD","C200",1
"B2","BENTLEY","CONTINENTAL",2
"B2","BMW","116I",3
"B2","BMW","118I",33
"B2","BMW","120I",5
"B2","BMW","218I",89
"B2","BMW","220I",2
"B2","BMW","316I",68
"B2","BMW","318I",210
"B2","BMW","320D",37
"B2","BMW","320I",476
"B2","BMW","323I",45
"B2","BMW","325I",57
"B2","BMW","328I",100
"B2","BMW","330CI",1
"B2","BMW","330E",142
"B2","BMW","330I",73
"B2","BMW","330LI",4
"B2","BMW","335I",2
"B2","BMW","420I",6
"B2","BMW","428I",3
"B2","BMW","430I",4
"B2","BMW","520D",40
"B2","BMW","520I",100
"B2","BMW","523I",131
"B2","BMW","525I",142
"B2","BMW","528I",100
"B2","BMW","530E",45
"B2","BMW","530I",68
"B2","BMW","535I",10
"B2","BMW","630I",10
"B2","BMW","640I",2
"B2","BMW","728I",3
"B2","BMW","730LD",1
"B2","BMW","730LI",15
"B2","BMW","740LE",4
"B2","BMW","740LI",1
"B2","BMW","COOPER",37
"B2","BMW","CROSSOVER",2
"B2","BMW","I8",1
"B2","BMW","M135I",1
"B2","BMW","M2",1
"B2","BMW","M235I",1
"B2","BMW","M340I",6
"B2","BMW","M4",8
"B2","BMW","M5",2
"B2","BMW","ONE",2
"B2","BMW","X1",169
"B2","BMW","X2",1
"B2","BMW","X3",88
"B2","BMW","X4",38
"B2","BMW","X5",115
"B2","BMW","X6",29
"B2","BMW","X7",1
"B2","BMW","Z3",1
"B2","BMW","Z4",10
"B2","CHERY","EASTAR",87
"B2","CHERY","TIGGO",1
"B2","CHEVROLET","AVEO",187
"B2","CHEVROLET","CAPTIVA",28
"B2","CHEVROLET","COLORADO",66
"B2","CHEVROLET","CRUZE",84
"B2","CHEVROLET","MALIBU",9
"B2","CHEVROLET","OPTRA",75
"B2","CHEVROLET","ORLANDO",7
"B2","CHEVROLET","SONIC",13
"B2","CITROEN","C5",2
"B2","CITROEN","DS3",6
"B2","CITROEN","DS5",2
"B2","DAIHATSU","DELTA",1
"B2","DAIHATSU","FEROZA",17
"B2","DAIHATSU","TAFT",4
"B2","DAIHATSU","V58R-HS",1
"B2","FERRARI","F430",1
"B2","FORD","ECONOVAN",2
"B2","FORD","ECOSPORT",61
"B2","FORD","ESCAPE",28
"B2","FORD","EVEREST",23
"B2","FORD","FIESTA",667
"B2","FORD","FOCUS",137
"B2","FORD","KUGA",65
"B2","FORD","LASER",33
"B2","FORD","MONDEO",1
"B2","FORD","MUSTANG",24
"B2","FORD","RANGER",2157
"B2","FORD","S-MAX",1
"B2","FOTON","VIEW",15
"B2","GREAT WALL","H1",26
"B2","GREAT WALL","M4",108
"B2","HITACHI","KEMBARA",1
"B2","HITACHI","L200",1
"B2","HONDA","ACCORD",3812
"B2","HONDA","BR-V",2054
"B2","HONDA","CITY",28608
"B2","HONDA","CIVIC",9816
"B2","HONDA","CR-V",3854
"B2","HONDA","CR-Z",214
"B2","HONDA","CROSSROAD",1
"B2","HONDA","EDIX",1
"B2","HONDA","ELYSION",9
"B2","HONDA","FIT",7
"B2","HONDA","FREED",112
"B2","HONDA","HR-V",5420
"B2","HONDA","INSIGHT",350
"B2","HONDA","INTEGRA",3
"B2","HONDA","JADE",9
"B2","HONDA","JAZZ",6958
"B2","HONDA","N-BOX",1
"B2","HONDA","ODYSSEY",303
"B2","HONDA","S660",2
"B2","HONDA","SHUTTLE",1
"B2","HONDA","STREAM",685
"B2","HONDA","WALD",14
"B2","HONDA","WR-V",284
"B2","HUMMER","H3",1
"B2","HYUNDAI","ACCENT",296
"B2","HYUNDAI","ATOS",2
"B2","HYUNDAI","ELANTRA",293
"B2","HYUNDAI","GETZ",492
"B2","HYUNDAI","I10",18
"B2","HYUNDAI","I30",4
"B2","HYUNDAI","I40",11
"B2","HYUNDAI","IONIQ",57
"B2","HYUNDAI","KONA",1
"B2","HYUNDAI","MATRIX",113
"B2","HYUNDAI","SONATA",308
"B2","HYUNDAI","STARIA",10
"B2","HYUNDAI","TRAJET",18
"B2","HYUNDAI","TUCSON",358
"B2","HYUNDAI","VELOSTER",20
"B2","INFINITI","Q50",5
"B2","INOKOM CORPORATION SDN. BHD.","ATOS",989
"B2","INOKOM CORPORATION SDN. BHD.","ELANTRA",577
"B2","INOKOM CORPORATION SDN. BHD.","GETZ",161
"B2","INOKOM CORPORATION SDN. BHD.","I10",322
"B2","INOKOM CORPORATION SDN. BHD.","MATRIX",721
"B2","ISUZU","TROOPER",32
"B2","JAGUAR","S-TYPE",1
"B2","JAGUAR","XF",5
"B2","JAGUAR","XJ",1
"B2","JEEP","WRANGLER",6
"B2","KIA","CARNIVAL",62
"B2","KIA","CERATO",551
"B2","KIA","CITRA",1
"B2","KIA","FORTE",33
"B2","KIA","OPTIMA",90
"B2","KIA","PICANTO",489
"B2","KIA","PREGIO",29
"B2","KIA","RIO",354
"B2","KIA","SEPHIA",4
"B2","KIA","SORENTO",84
"B2","KIA","SPECTRA",44
"B2","KIA","SPORTAGE",244
